Date,Oil,Gold $,Silver $,Platinum $,Palladium $,Euro_USD,TIPS,VIX,Inflation_index,BTC,BTC Volume,BNB,LTC,XMR,ETH,SP500
2010-11-26,84.78,1355.0,26.62,1639.0,670.0,1.3225,,22.219999,1.65,0.26,31254.0,,,,,1189.4
2010-11-27,,,,,,,,,,0.26,1692.0,,,,,
2010-11-28,,,,,,,,,,0.25,19332.0,,,,,
2010-11-29,85.9,1357.0,26.74,1636.0,680.0,1.3146,,21.530001,1.63,0.24,32488.0,,,,,1187.76
2010-11-30,86.02,1383.5,27.13,1658.0,702.0,1.2998,,23.540001,1.65,0.2,19863.0,,,,,1180.55
2010-12-01,88.56,1385.5,28.74,1675.0,716.0,1.3115,,21.360001,1.73,0.23,7543.0,,,,,1206.07
2010-12-02,89.37,1389.0,28.5,1700.0,741.0,1.3155,,19.389999,1.73,0.22,18910.0,,,,,1221.53
2010-12-03,90.65,1403.5,28.74,1718.0,758.0,1.3246,,18.01,1.77,0.23,2379.0,,,,,1224.71
2010-12-04,,,,,,,,,,0.22,26536.0,,,,,
2010-12-05,,,,,,,,,,0.2,5327.0,,,,,
2010-12-06,91.25,1415.25,29.6,1717.0,759.0,1.328,,18.02,1.72,0.21,3991.0,,,,,1223.12
2010-12-07,90.78,1420.0,30.5,1724.0,769.5,1.3363,,17.99,1.81,0.21,22861.0,,,,,1223.75
2010-12-08,89.74,1385.5,29.02,1683.0,729.0,1.32,,17.74,1.91,0.22,3180.0,,,,,1228.28
2010-12-09,89.93,1391.25,28.41,1691.0,746.0,1.3214,,17.25,1.92,0.2,19786.0,,,,,1233.0
2010-12-10,89.54,1375.25,28.79,1673.0,737.0,1.3244,,17.610001,1.95,0.2,1558.0,,,,,1240.4
2010-12-11,,,,,,,,,,0.2,5375.0,,,,,
2010-12-12,,,,,,,,,,0.21,1817.0,,,,,
2010-12-13,90.4,1399.0,29.33,1699.0,761.0,1.3267,,17.549999,1.90,0.21,5941.0,,,,,1240.46
2010-12-14,90.63,1394.5,29.88,1701.0,758.0,1.3435,,17.610001,2.04,0.22,9683.0,,,,,1241.59
2010-12-15,91.33,1388.75,29.06,1701.0,752.0,1.336,,17.940001,2.00,0.22,3410.0,,,,,1235.23
2010-12-16,91.09,1363.0,29.15,1700.0,745.0,1.3238,,17.389999,1.94,0.23,13289.0,,,,,1242.87
2010-12-17,91.11,1368.5,28.78,1696.0,738.0,1.326,,16.110001,1.85,0.23,489.0,,,,,1243.91
2010-12-18,,,,,,,,,,0.23,156.0,,,,,
2010-12-19,,,,,,,,,,0.23,1859.0,,,,,
2010-12-20,91.31,1380.0,29.21,1704.0,747.0,1.3147,,16.41,1.89,0.25,9908.0,,,,,1247.08
2010-12-21,93.11,1383.0,29.25,1717.0,749.0,1.3155,,16.49,1.89,0.25,8574.0,,,,,1254.6
2010-12-22,93.55,1387.0,29.35,1728.0,757.0,1.3112,,15.45,1.90,0.25,3496.0,,,,,1258.84
2010-12-23,93.63,1373.5,29.18,1720.0,752.0,1.3064,,16.469999,1.93,0.23,8010.0,,,,,1256.77
2010-12-24,93.35499999999999,1393.0,29.07,1732.5,771.5,1.3099,,17.0699995,.,0.23,4673.0,,,,,
2010-12-25,,,,,,,,,,0.23,650.0,,,,,
2010-12-26,,,,,,,,,,0.24,15338.0,,,,,
2010-12-27,93.08,,,,,1.3136,,17.67,1.91,0.25,4580.0,,,,,1257.54
2010-12-28,93.52,,,,,1.3195,,17.52,2.01,0.25,14359.0,,,,,1258.51
2010-12-29,93.52,1412.5,30.44,1745.0,791.0,1.3136,,17.280001,1.90,0.27,17190.0,,,,,1259.78
2010-12-30,92.5,1405.5,30.7,1755.0,797.0,1.328,,17.52,1.93,0.28,2355.0,,,,,1257.88
2010-12-31,93.23,1397.0,30.63,1754.0,790.5,1.3362,,17.75,1.86,0.28,1348.0,,,,,1257.64
2011-01-01,,,,,,,,,,0.28,2605.0,,,,,
2011-01-02,,,,,,,,,,0.28,4959.0,,,,,
2011-01-03,95.82,,,,,1.3348,,17.610001,1.90,0.28,1323.0,,,,,1271.87
2011-01-04,93.52,1388.5,30.67,1753.0,784.0,1.3421,,17.379999,1.91,0.28,1746.0,,,,,1270.2
2011-01-05,95.07,1368.0,29.21,1722.0,754.0,1.3213,,17.02,1.96,0.28,331.0,,,,,1276.56
2011-01-06,94.95,1368.5,29.08,1731.0,766.0,1.3091,,17.4,1.94,0.28,3193.0,,,,,1273.85
2011-01-07,94.25,1367.0,28.39,1735.0,754.0,1.2961,,17.139999,1.91,0.29,39405.0,,,,,1271.5
2011-01-08,,,,,,,,,,0.3,1506.0,,,,,
2011-01-09,,,,,,,,,,0.3,1561.0,,,,,
2011-01-10,95.05,1368.25,28.79,1742.0,753.0,1.2903,,17.540001,1.90,0.3,9607.0,,,,,1269.75
2011-01-11,96.8,1374.0,29.54,1758.0,778.0,1.2948,,16.889999,1.89,0.3,4493.0,,,,,1274.48
2011-01-12,97.86,1378.75,29.6,1793.0,803.0,1.2973,,16.24,1.91,0.31,28986.0,,,,,1285.96
2011-01-13,97.86,1381.5,29.22,1824.0,819.0,1.3199,,16.389999,1.90,0.31,18646.0,,,,,1283.76
2011-01-14,97.86,1367.0,28.52,1811.0,795.0,1.3349,,15.46,1.93,0.39,25121.0,,,,,1293.24
2011-01-15,,,,,,,,,,0.37,1407.0,,,,,
2011-01-16,,,,,,,,,,0.36,2572.0,,,,,
2011-01-17,97.845,1360.5,28.19,1803.0,790.0,1.3311,,15.665,.,0.35,16933.0,,,,,
2011-01-18,97.83,1369.5,28.79,1824.0,805.0,1.3371,,15.87,1.94,0.3,14490.0,,,,,1295.02
2011-01-19,98.42,1372.0,29.32,1845.0,824.0,1.3506,,17.309999,1.92,0.3,6753.0,,,,,1281.92
2011-01-20,96.27,1345.5,28.41,1809.0,805.0,1.3472,,17.99,2.04,0.33,18423.0,,,,,1280.26
2011-01-21,96.84,1343.5,27.14,1817.0,814.0,1.3521,,18.469999,2.02,0.36,7853.0,,,,,1283.35
2011-01-22,,,,,,,,,,0.41,9736.0,,,,,
2011-01-23,,,,,,,,,,0.4,1064.0,,,,,
2011-01-24,96.76,1343.0,27.56,1822.0,816.0,1.3571,,17.65,2.03,0.39,10204.0,,,,,1290.84
2011-01-25,96.76,1324.0,26.7,1787.0,786.0,1.3596,,17.59,2.00,0.39,2013.0,,,,,1291.18
2011-01-26,96.04,1328.0,27.1,1791.0,790.0,1.3681,,16.639999,2.07,0.39,14414.0,,,,,1296.63
2011-01-27,96.48,1334.5,27.39,1807.0,814.0,1.3716,,16.15,2.08,0.39,25793.0,,,,,1299.54
2011-01-28,97.06,1319.0,26.68,1784.0,806.0,1.371,,20.040001,2.05,0.41,4948.0,,,,,1276.34
2011-01-29,,,,,,,,,,0.42,1343.0,,,,,
2011-01-30,,,,,,,,,,0.44,9627.0,,,,,
2011-01-31,98.97,1327.0,27.75,1781.0,806.0,1.3692,,19.530001,2.07,0.48,59402.0,,,,,1286.12
2011-02-01,100.4,1331.5,28.32,1812.0,822.0,1.3755,,17.629999,2.08,0.64,29299.0,,,,,1307.59
2011-02-02,101.3,1337.0,28.27,1830.0,819.0,1.3803,,17.299999,2.10,0.74,5191.0,,,,,1304.03
2011-02-03,101.69,1328.0,28.3,1828.0,808.0,1.3745,,16.690001,2.13,0.67,7898.0,,,,,1307.1
2011-02-04,99.43,1355.0,28.91,1838.0,813.0,1.3631,,15.93,2.17,0.75,39111.0,,,,,1310.87
2011-02-05,,,,,,,,,,0.85,14660.0,,,,,
2011-02-06,,,,,,,,,,0.84,8135.0,,,,,
2011-02-07,99.44,1347.5,29.21,1845.0,820.0,1.3553,,16.280001,2.16,0.84,2102.0,,,,,1319.05
2011-02-08,99.25,1363.5,29.42,1848.0,823.0,1.3635,,15.81,2.21,0.85,6499.0,,,,,1324.57
2011-02-09,100.16,1365.0,30.22,1858.0,835.0,1.3647,,15.87,2.18,0.93,46069.0,,,,,1320.88
2011-02-10,100.74,1353.25,29.8,1831.0,822.0,1.3604,,16.09,2.25,0.91,24625.0,,,,,1321.87
2011-02-11,99.93,1364.0,30.0,1829.0,822.0,1.3524,,15.69,2.21,1.0,12360.0,,,,,1329.15
2011-02-12,,,,,,,,,,0.96,3817.0,,,,,
2011-02-13,,,,,,,,,,0.98,2998.0,,,,,
2011-02-14,103.12,1365.0,30.16,1830.0,824.0,1.344,,15.95,2.18,1.0,6574.0,,,,,1332.32
2011-02-15,102.48,1372.75,30.72,1842.0,845.0,1.351,,16.370001,2.17,0.99,7977.0,,,,,1328.01
2011-02-16,102.78,1371.25,30.77,1828.0,840.0,1.351,,16.719999,2.21,0.99,6649.0,,,,,1336.32
2011-02-17,103.45,1379.0,30.61,1834.0,839.0,1.356,,16.59,2.19,0.97,3710.0,,,,,1340.43
2011-02-18,102.2,1383.5,31.94,1836.0,847.0,1.3627,,16.43,2.16,0.85,34087.0,,,,,1343.01
2011-02-19,,,,,,,,,,0.92,3517.0,,,,,
2011-02-20,,,,,,,,,,0.81,9218.0,,,,,
2011-02-21,104.50999999999999,1403.0,33.43,1847.0,858.0,1.3668,,18.6149995,.,0.85,1574.0,,,,,
2011-02-22,106.82,1401.0,32.89,1821.0,836.0,1.3667,,20.799999,2.08,0.81,11186.0,,,,,1315.44
2011-02-23,109.77,1409.25,33.29,1794.0,809.0,1.3731,,22.129999,2.06,0.83,6234.0,,,,,1307.4
2011-02-24,113.91,1411.5,33.28,1772.0,770.0,1.3773,,21.32,2.00,0.91,12454.0,,,,,1306.1
2011-02-25,111.47,1402.5,32.54,1791.0,785.0,1.3762,,19.219999,1.97,0.89,4133.0,,,,,1319.88
2011-02-26,,,,,,,,,,0.93,4401.0,,,,,
2011-02-27,,,,,,,,,,0.84,21544.0,,,,,
2011-02-28,112.27,1411.0,33.49,1804.0,790.0,1.3834,,18.35,1.96,0.8,4306.0,,,,,1327.22
2011-03-01,113.34,1420.75,34.37,1828.0,812.0,1.3825,,21.01,1.94,0.87,20951.0,,,,,1306.33
2011-03-02,116.89,1435.5,34.75,1846.0,821.0,1.3809,,20.700001,1.94,0.87,2551.0,,,,,1308.44
2011-03-03,114.42,1421.5,34.53,1841.0,817.0,1.385,,18.6,2.00,0.88,2547.0,,,,,1330.97
2011-03-04,115.71,1427.0,34.43,1828.0,811.0,1.3957,,19.059999,1.94,0.84,2520.0,,,,,1321.15
2011-03-05,,,,,,,,,,0.84,11709.0,,,,,
2011-03-06,,,,,,,,,,0.85,11669.0,,,,,
2011-03-07,116.58,1437.5,36.6,1838.0,810.0,1.4028,,20.66,1.93,0.82,14167.0,,,,,1310.13
2011-03-08,112.32,1426.25,36.37,1808.0,781.0,1.3898,,19.82,1.95,0.82,4203.0,,,,,1321.82
2011-03-09,115.19,1431.0,36.17,1811.0,800.0,1.3928,,20.219999,1.92,0.83,4206.0,,,,,1320.02
2011-03-10,114.07,1413.25,35.19,1778.0,769.0,1.3817,,21.879999,1.85,0.86,8191.0,,,,,1295.11
2011-03-11,114.07,1411.5,34.1,1777.0,754.0,1.3773,,20.08,1.89,0.82,3463.0,,,,,1304.28
2011-03-12,,,,,,,,,,0.85,4484.0,,,,,
2011-03-13,,,,,,,,,,0.85,613.0,,,,,
2011-03-14,112.95,1422.25,36.18,1762.0,752.0,1.3948,,21.129999,1.89,0.84,4888.0,,,,,1296.39
2011-03-15,111.11,1400.5,33.88,1711.0,700.0,1.3884,,24.32,1.87,0.83,2534.0,,,,,1281.87
2011-03-16,110.96,1402.0,34.73,1726.0,719.0,1.3951,,29.4,1.80,0.82,7332.0,,,,,1256.88
2011-03-17,114.18,1403.75,34.47,1697.0,712.0,1.4004,,26.370001,1.79,0.81,6619.0,,,,,1273.72
2011-03-18,114.13,1420.0,35.15,1720.0,727.0,1.413,,24.440001,1.80,0.8,13191.0,,,,,1279.2
2011-03-19,,,,,,,,,,0.76,9194.0,,,,,
2011-03-20,,,,,,,,,,0.75,5395.0,,,,,
2011-03-21,114.92,1432.0,36.16,1741.0,743.0,1.4194,,20.610001,1.83,0.72,3439.0,,,,,1298.38
2011-03-22,115.63,1426.0,35.95,1736.0,739.0,1.4211,,20.209999,1.85,0.74,11224.0,,,,,1293.77
2011-03-23,115.65,1439.5,36.58,1744.0,739.0,1.4136,,19.17,1.88,0.78,12289.0,,,,,1297.54
2011-03-24,115.41,1447.0,37.78,1762.0,758.0,1.4128,,18.0,1.88,0.8,12961.0,,,,,1309.66
2011-03-25,115.45,1436.0,37.68,1752.0,754.0,1.4115,,17.91,1.90,0.83,4462.0,,,,,1313.8
2011-03-26,,,,,,,,,,0.81,10867.0,,,,,
2011-03-27,,,,,,,,,,0.82,4951.0,,,,,
2011-03-28,115.95,1417.0,36.62,1730.0,742.0,1.4032,,19.440001,1.90,0.81,11695.0,,,,,1310.19
2011-03-29,115.58,1417.5,36.62,1745.0,743.0,1.4066,,18.16,1.92,0.76,3908.0,,,,,1319.44
2011-03-30,115.35,1425.5,37.53,1760.0,757.0,1.409,,17.709999,1.90,0.74,2984.0,,,,,1328.26
2011-03-31,116.94,1439.0,37.87,1773.0,766.0,1.4207,,17.74,1.88,0.73,6383.0,,,,,1325.83
2011-04-01,118.63,1418.0,37.63,1773.0,772.0,1.4141,,17.4,1.83,0.72,2962.0,,,,,1332.41
2011-04-02,,,,,,,,,,0.73,2304.0,,,,,
2011-04-03,,,,,,,,,,0.73,3639.0,,,,,
2011-04-04,120.07,1435.5,38.46,1781.0,785.0,1.424,,17.5,1.82,0.66,28873.0,,,,,1332.87
2011-04-05,122.87,1433.5,38.08,1787.0,780.0,1.4166,,17.25,1.82,0.71,8984.0,,,,,1332.63
2011-04-06,123.01,1461.5,39.63,1808.0,793.5,1.43,,16.9,1.90,0.68,8028.0,,,,,1335.54
2011-04-07,122.9,1459.5,39.51,1780.0,778.0,1.4283,,17.110001,1.92,0.7,10067.0,,,,,1333.51
2011-04-08,126.3,1469.5,40.22,1803.0,798.0,1.4401,,17.870001,1.87,0.7,16822.0,,,,,1328.17
2011-04-09,,,,,,,,,,0.68,11246.0,,,,,
2011-04-10,,,,,,,,,,0.71,4968.0,,,,,
2011-04-11,126.46,1468.0,41.37,1802.0,795.0,1.4434,,16.59,1.87,0.71,13531.0,,,,,1324.46
2011-04-12,121.33,1450.5,40.44,1785.0,783.0,1.447,,17.09,1.81,0.76,44808.0,,,,,1314.16
2011-04-13,122.7,1457.5,40.22,1786.0,773.0,1.4493,,16.92,1.80,0.85,40092.0,,,,,1314.41
2011-04-14,122.74,1465.75,40.67,1772.0,763.0,1.4401,,16.27,1.78,0.92,28798.0,,,,,1314.52
2011-04-15,124.63,1476.75,42.61,1787.0,772.0,1.445,,15.32,1.71,0.91,46746.0,,,,,1319.68
2011-04-16,,,,,,,,,,0.99,26791.0,,,,,
2011-04-17,,,,,,,,,,1.03,22285.0,,,,,
2011-04-18,121.69,1493.0,42.79,1778.0,749.0,1.4275,,16.959999,1.71,1.05,25544.0,,,,,1305.14
2011-04-19,121.35,1490.5,43.22,1780.0,737.0,1.4302,,15.83,1.68,1.11,11602.0,,,,,1312.62
2011-04-20,124.26,1501.0,44.79,1804.0,759.0,1.4515,,15.07,1.74,1.08,19819.0,,,,,1330.36
2011-04-21,123.64,1504.0,46.26,1812.0,765.0,1.4584,,14.69,1.77,1.12,36523.0,,,,,1337.38
2011-04-22,123.94333333333333,,,,,1.4595,,15.23,.,1.23,36467.0,,,,,
2011-04-23,,,,,,,,,,1.35,61689.0,,,,,
2011-04-24,,,,,,,,,,1.51,19996.0,,,,,
2011-04-25,124.24666666666667,,,,,1.4606,,15.77,1.75,1.45,12468.0,,,,,1335.25
2011-04-26,124.55,1497.5,45.48,1812.0,754.0,1.4617,,15.62,1.74,1.64,22262.0,,,,,1347.24
2011-04-27,124.94,1511.0,45.3,1812.0,754.0,1.4668,,15.35,1.79,1.67,30570.0,,,,,1355.66
2011-04-28,126.59,1535.5,48.7,1835.0,777.0,1.4794,,14.62,1.76,1.99,92786.0,,,,,1360.48
2011-04-29,126.61500000000001,,,,,1.486,,14.75,1.74,2.61,53354.0,,,,,1363.61
2011-04-30,,,,,,,,,,3.19,60809.0,,,,,
2011-05-01,,,,,,,,,,3.34,42603.0,,,,,
2011-05-02,126.64,,,,,1.4837,,15.99,1.73,3.33,17045.0,,,,,1361.22
2011-05-03,124.01,1540.25,43.61,1858.0,775.0,1.478,,16.700001,1.71,3.18,15623.0,,,,,1356.62
2011-05-04,121.55,1541.0,40.29,1841.0,767.0,1.4882,,17.08,1.68,3.25,15988.0,,,,,1347.32
2011-05-05,111.93,1511.0,37.84,1802.0,729.0,1.4814,,18.200001,1.68,3.18,14262.0,,,,,1335.1
2011-05-06,113.69,1486.5,34.2,1789.0,721.0,1.4501,,18.4,1.71,3.26,21349.0,,,,,1340.2
2011-05-07,,,,,,,,,,3.36,16500.0,,,,,
2011-05-08,,,,,,,,,,3.54,19497.0,,,,,
2011-05-09,113.21,1502.0,38.0,1791.0,726.0,1.4397,,17.16,1.70,3.54,10733.0,,,,,1346.29
2011-05-10,117.82,1513.5,38.4,1793.0,733.0,1.4358,,15.91,1.73,4.92,52170.0,,,,,1357.16
2011-05-11,115.66,1508.0,39.18,1793.0,725.0,1.4357,,16.950001,1.74,5.07,48773.0,,,,,1342.08
2011-05-12,112.87,1489.5,32.5,1760.0,715.0,1.4153,,16.030001,1.78,5.77,29303.0,,,,,1348.65
2011-05-13,113.08,1505.75,36.2,1774.0,718.0,1.428,,17.07,1.78,6.17,59367.0,,,,,1337.77
2011-05-14,,,,,,,,,,7.12,51413.0,,,,,
2011-05-15,,,,,,,,,,7.73,16937.0,,,,,
2011-05-16,113.72,1500.75,34.35,1760.0,713.0,1.4143,,18.24,1.79,7.74,41004.0,,,,,1329.47
2011-05-17,109.39,1478.5,34.28,1760.0,713.0,1.4171,,17.549999,1.79,7.65,32650.0,,,,,1328.98
2011-05-18,112.54,1496.5,34.59,1753.0,730.0,1.4227,,16.23,1.79,6.77,23579.0,,,,,1340.68
2011-05-19,113.2,1493.0,35.75,1766.0,736.0,1.4265,,15.52,1.83,7.05,22720.0,,,,,1343.6
2011-05-20,111.25,1490.75,34.8,1767.0,734.0,1.4237,,17.43,1.85,5.3,41129.0,,,,,1333.27
2011-05-21,,,,,,,,,,6.34,28885.0,,,,,
2011-05-22,,,,,,,,,,6.18,22070.0,,,,,
2011-05-23,110.13,1510.5,34.7,1750.0,723.0,1.402,,18.27,1.84,6.57,32726.0,,,,,1317.37
2011-05-24,112.52,1527.0,35.85,1759.0,739.0,1.4089,,17.82,1.80,6.86,27147.0,,,,,1316.28
2011-05-25,114.47,1526.25,37.17,1774.0,744.0,1.4069,,17.07,1.82,7.16,59681.0,,,,,1320.47
2011-05-26,115.06,1518.5,36.95,1779.0,755.0,1.4168,,16.09,1.78,7.52,26480.0,,,,,1325.69
2011-05-27,114.85,1533.0,37.69,1786.0,757.0,1.4265,,15.98,1.80,8.48,13347.0,,,,,1331.1
2011-05-28,,,,,,,,,,7.75,11377.0,,,,,
2011-05-29,,,,,,,,,,7.95,6947.0,,,,,
2011-05-30,116.015,,,,,1.4272,,15.715,.,8.07,16355.0,,,,,
2011-05-31,117.18,1536.5,38.65,1828.0,777.0,1.4385,,15.45,1.80,8.13,42437.0,,,,,1345.2
2011-06-01,116.15,1533.75,37.95,1828.0,780.0,1.4408,,18.299999,1.75,8.84,40373.0,,,,,1314.55
2011-06-02,114.3,1539.5,37.22,1823.0,775.0,1.446,,18.09,1.80,9.35,37942.0,,,,,1312.94
2011-06-03,115.09,1540.0,35.19,1807.0,770.0,1.4488,,17.950001,1.78,12.06,67636.0,,,,,1300.16
2011-06-04,,,,,,,,,,17.02,41109.0,,,,,
2011-06-05,,,,,,,,,,16.23,22395.0,,,,,
2011-06-06,115.4,1549.0,36.87,1819.0,789.0,1.4596,,18.49,1.80,17.44,51216.0,,,,,1286.17
2011-06-07,116.14,1545.0,37.41,1824.0,804.0,1.4652,,18.07,1.81,19.53,49840.0,,,,,1284.94
2011-06-08,118.43,1537.75,36.22,1818.0,799.0,1.4608,,18.790001,1.78,23.5,97174.0,,,,,1279.56
2011-06-09,119.95,1537.75,37.03,1831.0,810.0,1.4614,,17.77,1.80,27.87,58344.0,,,,,1289.0
2011-06-10,118.71,1529.25,37.38,1829.0,808.0,1.4486,,18.860001,1.79,24.38,85452.0,,,,,1270.98
2011-06-11,,,,,,,,,,26.61,113153.0,,,,,
2011-06-12,,,,,,,,,,24.66,140563.0,,,,,
2011-06-13,120.49,1526.25,35.51,1815.0,806.0,1.4354,,19.610001,1.80,19.42,68072.0,,,,,1271.83
2011-06-14,120.35,1516.0,34.68,1796.0,794.0,1.4448,,18.26,1.84,21.24,33434.0,,,,,1287.87
2011-06-15,114.67,1529.75,35.26,1784.0,785.0,1.4292,,21.32,1.78,19.18,25700.0,,,,,1265.42
2011-06-16,114.69,1523.25,35.55,1754.0,758.0,1.4088,,22.73,1.79,18.28,45773.0,,,,,1267.64
2011-06-17,113.74,1537.5,35.39,1751.0,754.0,1.427,,21.85,1.84,15.63,100855.0,,,,,1271.5
2011-06-18,,,,,,,,,,17.1,32829.0,,,,,
2011-06-19,,,,,,,,,,16.3,27945.0,,,,,
2011-06-20,112.21,1544.0,35.58,1727.0,738.0,1.4235,,19.99,1.84,16.89,0.0,,,,,1278.36
2011-06-21,112.02,1544.75,36.22,1740.0,761.0,1.4373,,18.860001,1.82,15.84,0.0,,,,,1295.52
2011-06-22,113.59,1552.5,35.91,1749.0,767.5,1.4397,,18.52,1.85,14.44,0.0,,,,,1287.14
2011-06-23,108.27,1523.0,36.01,1707.0,744.0,1.4212,,19.290001,1.71,14.35,0.0,,,,,1283.5
2011-06-24,104.79,1514.75,34.73,1696.0,739.0,1.422,,21.1,1.66,15.82,0.0,,,,,1268.45
2011-06-25,,,,,,,,,,15.88,0.0,,,,,
2011-06-26,,,,,,,,,,15.94,13945.0,,,,,
2011-06-27,104.57,1498.0,34.01,1679.0,724.0,1.4205,,20.559999,1.73,16.19,29139.0,,,,,1280.1
2011-06-28,107.57,1499.0,33.96,1692.0,734.0,1.4261,,19.17,1.75,15.83,22562.0,,,,,1296.67
2011-06-29,111.49,1504.25,34.39,1716.0,743.0,1.4425,,17.27,1.77,15.66,19494.0,,,,,1307.41
2011-06-30,111.71,1505.5,35.02,1722.0,761.0,1.4453,,16.52,1.75,14.97,32489.0,,,,,1320.64
2011-07-01,109.82,1483.0,33.85,1708.0,750.0,1.4488,,15.87,1.77,15.92,30822.0,,,,,1339.67
2011-07-02,,,,,,,,,,15.39,17965.0,,,,,
2011-07-03,,,,,,,,,,14.6,15569.0,,,,,
2011-07-04,111.51499999999999,1495.0,34.1,1722.0,758.0,1.45,,15.964999500000001,.,13.02,48407.0,,,,,
2011-07-05,113.21,1510.0,34.76,1731.0,772.0,1.4461,,16.059999,1.77,13.2,77793.0,,,,,1337.88
2011-07-06,113.55,1527.25,35.38,1743.0,776.0,1.4318,,16.34,1.74,14.14,103654.0,,,,,1339.22
2011-07-07,117.4,1527.5,35.86,1734.0,779.0,1.4247,,15.95,1.74,13.7,50372.0,,,,,1353.22
2011-07-08,117.4,1541.5,36.28,1740.0,776.0,1.4242,,15.95,1.68,14.3,32348.0,,,,,1343.8
2011-07-09,,,,,,,,,,13.93,11019.0,,,,,
2011-07-10,,,,,,,,,,14.04,41827.0,,,,,
2011-07-11,117.35,1555.5,36.36,1731.0,770.0,1.4056,,18.389999,1.61,13.77,45667.0,,,,,1319.49
2011-07-12,117.36,1550.5,34.91,1723.0,757.0,1.3975,,19.870001,1.58,13.1,24398.0,,,,,1313.64
2011-07-13,118.46,1579.0,36.75,1750.0,778.0,1.4073,,19.91,1.54,13.09,9615.0,,,,,1317.72
2011-07-14,117.38,1590.5,39.4,1777.0,788.0,1.4202,,20.799999,1.62,13.06,16349.0,,,,,1308.87
2011-07-15,118.06,1587.0,38.17,1760.0,777.0,1.4146,,19.530001,1.61,13.0,22993.0,,,,,1316.14
2011-07-16,,,,,,,,,,12.84,15962.0,,,,,
2011-07-17,,,,,,,,,,12.94,31961.0,,,,,
2011-07-18,117.05,1599.0,40.33,1765.0,786.0,1.4045,,20.950001,1.61,12.63,70405.0,,,,,1305.44
2011-07-19,118.18,1601.0,40.32,1773.0,792.0,1.416,,19.209999,1.53,12.84,62914.0,,,,,1326.73
2011-07-20,118.52,1586.0,38.59,1764.0,789.0,1.4207,,19.09,1.60,12.77,21463.0,,,,,1325.84
2011-07-21,118.25,1601.0,39.78,1780.0,799.0,1.4222,,17.559999,1.64,12.84,23130.0,,,,,1343.8
2011-07-22,118.99,1602.0,39.67,1793.0,807.0,1.4391,,17.52,1.61,12.88,14093.0,,,,,1345.02
2011-07-23,,,,,,,,,,12.79,20849.0,,,,,
2011-07-24,,,,,,,,,,12.94,24748.0,,,,,
2011-07-25,118.27,1613.5,40.78,1791.0,802.5,1.438,,19.35,1.62,13.06,29325.0,,,,,1337.43
2011-07-26,118.14,1612.75,40.34,1787.0,812.0,1.4471,,20.23,1.60,13.42,15619.0,,,,,1331.94
2011-07-27,117.99,1625.0,40.81,1814.0,842.0,1.4446,,22.98,1.58,12.98,10637.0,,,,,1304.89
2011-07-28,118.16,1613.5,40.19,1790.0,829.0,1.426,,23.74,1.54,12.51,30287.0,,,,,1300.67
2011-07-29,115.93,1628.5,39.63,1779.0,824.0,1.426,,25.25,1.39,12.79,6730.0,,,,,1292.28
2011-07-30,,,,,,,,,,12.62,5656.0,,,,,
2011-07-31,,,,,,,,,,12.45,42425.0,,,,,
2011-08-01,116.37,1623.0,39.31,1798.0,842.0,1.4415,,23.66,1.34,12.37,20151.0,,,,,1286.94
2011-08-02,116.02,1637.75,39.73,1793.0,824.0,1.417,,24.790001,1.26,11.9,52981.0,,,,,1254.05
2011-08-03,113.74,1669.25,41.04,1782.0,808.0,1.43,,23.379999,1.29,11.29,83764.0,,,,,1260.34
2011-08-04,110.22,1679.5,41.62,1753.0,782.5,1.4229,,31.66,1.15,11.42,46584.0,,,,,1200.07
2011-08-05,106.92,1658.75,39.24,1709.0,742.0,1.4155,,32.0,1.25,10.25,28622.0,,,,,1199.38
2011-08-06,,,,,,,,,,6.95,94895.0,,,,,
2011-08-07,,,,,,,,,,8.13,83576.0,,,,,
2011-08-08,103.06,1693.0,39.86,1725.0,733.0,1.4225,,48.0,1.14,7.85,31454.0,,,,,1119.46
2011-08-09,103.63,1736.0,38.36,1734.0,735.0,1.4267,,35.060001,0.99,9.06,106713.0,,,,,1172.53
2011-08-10,103.84,1772.0,38.31,1754.0,741.0,1.4367,,42.990002,0.88,9.38,22484.0,,,,,1120.76
2011-08-11,107.82,1760.0,39.18,1780.0,732.0,1.4143,,39.0,1.12,9.55,53996.0,,,,,1172.64
2011-08-12,108.17,1736.0,38.29,1800.0,747.0,1.425,,36.360001,1.03,9.11,38503.0,,,,,1178.81
2011-08-13,,,,,,,,,,9.25,27606.0,,,,,
2011-08-14,,,,,,,,,,9.59,40819.0,,,,,
2011-08-15,108.89,1739.0,39.18,1790.0,752.0,1.4309,,31.870001,1.08,10.37,35422.0,,,,,1204.49
2011-08-16,109.69,1782.5,39.36,1811.0,749.0,1.436,,32.849998,1.04,10.69,14183.0,,,,,1192.76
2011-08-17,111.37,1790.0,40.02,1841.0,778.0,1.4477,,31.58,0.96,10.44,21192.0,,,,,1193.89
2011-08-18,108.36,1824.0,40.32,1836.0,766.0,1.4369,,42.669998,1.03,10.5,7626.0,,,,,1140.65
2011-08-19,109.37,1848.0,41.98,1855.0,750.0,1.4385,,43.049999,0.95,10.84,31276.0,,,,,1123.53
2011-08-20,,,,,,,,,,10.63,9168.0,,,,,
2011-08-21,,,,,,,,,,10.59,8082.0,,,,,
